Incident_ID,Weapon_Type,Weapon_Caliber,Weapon_Details
20010307WAKEC,Handgun,Unknown,
20010307PABIW,Handgun,.22 caliber,
20010306MDLAL,Handgun,Unknown,
20010305CASAS,Handgun,.22 caliber,
20010302CAHOS,No Data,,
20010202MIOSD,No Data,,
20010117MDLAB,Handgun,.32 caliber,
20010110CAHUO,Handgun,Unknown,
20010103CABAS,Handgun,.38 caliber,
20001221FLNOM,No Data,,
20001207CARIR,No Data,,
20001201CAJUS,No Data,,
20001201CAGRL,Handgun,.38 caliber,
20001101TXNEC,Handgun,9mm,
20001024AZPIG,Handgun,9mm,
20001005MNMIM,No Data,,
20000926LACAN,Handgun,.38 caliber,
20000918OHMOM,Handgun,.38 caliber,
20000907ILLOR,Handgun,Unknown,
20000905OHBIB,No Data,,
20000726OHTIC,No Data,,
20000717WADIR,Handgun,.22 caliber,
20000526FLLAL,Handgun,.25 caliber,
20000510AZCAS,Handgun,Unknown,
20000502COTHD,No Data,,
20000410AZLAT,Handgun,.38 caliber,
20000406OKHUH,Handgun,.38 caliber,
20000323OHMCL,Handgun,9mm,
20000310GABES,No Data,,
20000229MIBUF,Handgun,.32 caliber,
20000214ILDUC,Handgun,Unknown,
20000210PAPEY,Handgun,Unknown,
20000126NESOO,No Data,,
20000126CAALM,Handgun,.22 caliber,
20000120NCERA,Rifle,.27 caliber,
20000119FLRIN,Handgun,.22 caliber,
20000113NMALA,Handgun,.22 caliber,
20000110AKBAA,Handgun,Unknown,
19991206OKFOF,Handgun,9mm,
19991119NMDED,Handgun,.22 caliber,
19991117TXDID,Rifle,.22 caliber,
19991026WVGUB,No Data,,
19991026PAMAP,No Data,,
19991021CASAP,Handgun,Unknown,
19991011NVCLL,Handgun,.357 caliber,
19991004SDJOP,Handgun,.25 caliber,
19990927FLEGT,Unknown,.22 caliber,
19990909CASAS,Handgun,Unknown,
19990825GAJAM,No Data,,
19990520GAHEC,Handgun,.357 caliber,".357 pistol, .22 rifle"
19990520GAHEC,Rifle,.22 caliber,".357 pistol, .22 rifle"
19990422LASCB,Handgun,.22 caliber,
19990422GAMAA,Handgun,Unknown,
19990420COCOL,Handgun,9mm,TECH 9 Mini
19990420COCOL,Rifle,9mm,Hi-Point 995 Carbine
19990420COCOL,Shotgun,12 gauge,Pump Action
19990420COCOL,Shotgun,12 gauge,Double Barrel (sawed off)
19990416IDNON,Shotgun,Unknown,
19990304ILNIS,Handgun,.357 caliber,
19990211MSJEP,No Data,,
19990211ILOME,Handgun,.45 caliber,
19990121TXRIN,Handgun,9mm,
19990114NYHAN,Handgun,Unknown,
19990108GACEC,Handgun,Unknown,
19981211INBEI,Handgun,.22 caliber,
19981203INERG,Handgun,Unknown,
19981130NYHAH,Handgun,.25 caliber,
19981103PAMAP,Rifle,Unknown,
19980930FLNOM,No Data,,
19980930FLLEL,Handgun,Unknown,
19980911CAHEG,No Data,,
19980615VAARR,Handgun,.32 caliber,
19980529FLSTF,Handgun,9mm,
19980527CAWAP,No Data,,
19980521WAONO,Handgun,9mm,
19980521ORTHS,Handgun,9mm,
19980521ORTHS,Handgun,.22 caliber,
19980521ORTHS,Rifle,.22 caliber,
19980521CARIR,Handgun,.38 caliber,
19980519TNLIF,Rifle,.22 caliber,
19980501NYPUB,Handgun,.357 caliber,
19980501FLNOM,No Data,,
19980428WIPAP,Handgun,.22 caliber,
19980428CAPHP,Handgun,Unknown,
19980424PAPAE,Handgun,.25 caliber,
19980423CACUL,No Data,,
19980409IDTHA,Multiple Handguns,.45 caliber,
19980331WIOAO,Rifle,Unknown,
19980330NCGRC,Handgun,Unknown,
19980325MICOC,Shotgun,12 gauge,
19980325CAFED,Handgun,.22 caliber,
19980324ARWEJ,Multiple Unknown,Unknown,
19980227VAMAF,Rifle,.22 caliber,
19980225MIRER,Rifle,.22 caliber,
19980212NJHOH,Handgun,.38 caliber,
19971215ARSTS,Rifle,.22 caliber,
19971201KYHEW,Multiple Unknown,.22 caliber,"5 firearms from neighbor, 2 shotguns from father"
19971201KYHEW,Shotgun,Unknown,"5 firearms from neighbor, 2 shotguns from father"
19971201KYHEW,Shotgun,Unknown,"5 firearms from neighbor, 2 shotguns from father"
19971113CACRS,Handgun,Unknown,
19971107FLRIJ,Handgun,Unknown,
19971022CAJON,Handgun,9mm,
19971020CAMCO,No Data,,
19971015FLLIP,Shotgun,.38 caliber,
19971014TXLAG,Handgun,Unknown,
19971010INWAG,Handgun,Unknown,
19971005OKMOO,Handgun,9mm,
19971001MSPEP,Rifle,.30-30,
19970624ALJEM,Handgun,.38 caliber,
19970520OHDUD,Handgun,.38 caliber,
19970513FLNOM,Handgun,.38 caliber,
19970430NYCIN,No Data,,
19970428CAJOL,Handgun,Unknown,
19970403CAMAM,No Data,,
19970317MIPED,Handgun,Unknown,
19970221NVRAL,Handgun,9mm,
19970220FLFIJ,Handgun,Unknown,
19970219AKBEB,Shotgun,12 gauge,
19970213NYSAB,Handgun,Unknown,
19970213NYMOB,Handgun,.25 caliber,
19970206MSWIJ,Handgun,9mm,
19970127FLCOW,Handgun,.38 caliber,
19970108NYCRN,Handgun,Unknown,
19961127CAHIS,Handgun,Service Weapon,
19961014MOSUS,No Data,,
19961009ARJAS,No Data,,
19961004CASTP,No Data,,
19961002PASMP,No Data,,
19960925GADED,No Data,,
19960726CAJOL,Handgun,9mm,
19960604CAWEH,No Data,,
19960522CACOC,Handgun,Unknown,
19960514UTBIT,Handgun,.357 caliber,
19960415DCMCW,No Data,,
19960411ALTAT,Shotgun,12 gauge,
19960319NVSWL,Other,Pellet,
19960311NCNON,Handgun,9mm,
19960229MOBES,Handgun,9mm,
19960222GAJES,Handgun,.38 caliber,
19960208CAMIM,Unknown,.38 caliber,
19960202WAFRM,Handgun,Unknown,Rifle and 2 handguns taken from father
19960202WAFRM,Handgun,Unknown,Rifle and 2 handguns taken from father
19960202WAFRM,Rifle,.30-30,Rifle and 2 handguns taken from father
19960126TNEAM,Handgun,Unknown,
19960119DCWIW,No Data,,
19960102PAGIG,No Data,,
19951128NYTHN,Handgun,.25 caliber,
19951115TNRIL,Rifle,.22 caliber,
19951102FLBLM,No Data,,
19951030VAJOR,Handgun,.38 caliber,
19951023FLLAC,Handgun,.25 caliber,
19951012SCBLB,Handgun,.32 caliber,
19950929FLTAT,Handgun,9mm,
19950927ALBLP,Handgun,Unknown,
19950915KYGEW,Multiple Handguns,Unknown,
19950914KSOLO,Handgun,.22 caliber,
19950912TNCYM,Handgun,.38 caliber,
19950829TXMEL,Shotgun,Unknown,
19950614FLLAL,Handgun,.45 caliber,
19950327MIRED,Handgun,.22 caliber,
19950303MIPED,Handgun,Unknown,
19950208NECHS,Handgun,Unknown,
19950202CAJOL,Handgun,Unknown,
19950124DCSPW,Handgun,Unknown,
19950123CASAR,Shotgun,Unknown,
19950112WAGAS,Handgun,9mm,
19950110FLPAP,Handgun,.25 caliber,
19950105DCCAW,Handgun,.38 caliber,
19941207FLPAM,Handgun,,
19941115WASTT,Handgun,Unknown,
19941108IAWEM,No Data,,
19941107OHWIW,No Data,,
19941105CATHS,Handgun,Unknown,
19941031CAALA,Handgun,.45 caliber,
19941017ILHUC,Handgun,Unknown,
19941012NCGRG,No Data,,
19940922ORLEL,Handgun,.22 caliber,
19940919CALOL,No Data,,
19940908NYSWA,Handgun,.22 caliber,
19940907CAHOL,No Data,,
19940725IAOTO,Handgun,Unknown,
19940724PAMAM,No Data,,
19940526KYLAU,Handgun,Unknown,
19940525NJLAW,Handgun,.357 caliber,
19940525INLAS,Handgun,.22 caliber,
19940502FLNON,Handgun,.38 caliber,
19940421TNJTN,Handgun,.25 caliber,
19940420INDIS,Handgun,Unknown,
19940419DCELW,No Data,,
19940413CA49L,Handgun,.38 caliber,
19940412MTMAB,Handgun,.22 caliber,
19940408MDLAU,Handgun,9mm,
19940405TXMCA,Handgun,Unknown,
19940325GAETC,Handgun,9mm,
19940323WABAS,No Data,,
19940315SCGOC,No Data,,
19940309DCEAW,Handgun,Unknown,
19940303ALENB,Handgun,Unknown,
19940301MOKEB,Shotgun,Unknown,
19940218SCSPS,Handgun,9mm,
19940208MIOSD,No Data,,
19940131WAWHS,Rifle,Semiautomatic,
19940127CAWAS,Unknown,Unknown,
19940126DCPAW,Handgun,9mm,
19940126DCELW,No Data,,
19940124SCEAC,Handgun,.22 caliber,
19940121TXKEK,Rifle,.30-30,
19940120CALOH,No Data,,
19931217MICHC,Handgun,Unknown,
19931215CACHS,Handgun,Unknown,
19931208GABES,Handgun,Unknown,
19931202CTNEN,No Data,,
19931201WIWAW,No Data,,
19931111ILRIS,Handgun,Unknown,
19931104MSBAB,No Data,,
19931104FLTEJ,Handgun,Unknown,
19931104CTNEN,No Data,,
19931101ILSUC,Handgun,Unknown,
19931018DCJHW,Handgun,Unknown,
19931012DEDON,Handgun,.25 caliber,
19930928MSCOG,Handgun,.22 caliber,
19930925DCWEW,Handgun,Unknown,
19930917WYCES,Multiple Unknown,Unknown,"Owned multiple firearms, military"
19930917ILDOD,Handgun,.25 caliber,
19930916ILROC,No Data,,
19930912ALFAF,Handgun,,
19930902TXROD,Handgun,Unknown,
19930901KSJUJ,Handgun,Unknown,
19930831GAHAA,Handgun,.22 caliber,
19930803NYTHN,Handgun,Unknown,
19930707CADOL,Handgun,Unknown,
19930527LAFRN,Handgun,Unknown,
19930524PAUPP,Handgun,.22 caliber,
19930514TXNII,Handgun,.38 caliber,
19930416WAMOT,Handgun,.357 caliber,
19930416CAGRS,Handgun,Unknown,
19930415MAFOA,Shotgun,Unknown,
19930403CAGRS,Shotgun,Unknown,
19930325MOSUS,Handgun,Unknown,
19930318GAHAH,Handgun,Unknown,
19930308VADOD,Handgun,.38 caliber,
19930226MAGLG,No Data,,
19930222CAREL,Handgun,Unknown,
19930208MNMIM,Rifle,.30-30,
19930208DCWAW,Handgun,Unknown,
19930204GACLA,Handgun,Unknown,
19930203SCLEL,Handgun,,
19930203SCGAC,Handgun,9mm,
19930201WARER,No Data,,
19930201NYAMA,Handgun,.22 caliber,
19930121CAFAL,Handgun,.357 caliber,
19930118KYEAG,Handgun,.38 caliber,
19930112FLNOM,Handgun,Unknown,
19930108PACRM,Handgun,,
19930105NYBRB,No Data,,
19921214NYWAW,Handgun,.357 caliber,
19921203ILWOC,Handgun,.357 caliber,
19921202PASOS,Shotgun,,
19921130ILORC,Handgun,Unknown,
19921124ALROM,Handgun,Unknown,
19921120ILTIC,Handgun,.22 caliber,
19921116ALFAB,Handgun,Unknown,
19921113TXLAC,Handgun,.45 caliber,
19921110ILSHC,Handgun,.22 caliber,
19921104MIMUD,Handgun,Unknown,
19921104MIMAD,No Data,,
19921104MIFID,Multiple Unknown,Unknown,
19921019NYEVB,Rifle,Unknown,
19921013AZDET,Handgun,.22 caliber,
19920930TXHOH,Shotgun,Unknown,
19920930CAPAL,Handgun,,
19920928CAHIS,Handgun,Unknown,
19920911TXPAA,Handgun,.22 caliber,
19920606CAMEM,Handgun,Unknown,
19920530DCARW,Handgun,,
19920529CAVEL,No Data,,
19920514TXHUH,Handgun,Unknown,
19920514CASIN,Handgun,.357 caliber,
19920501CALIO,Rifle,.22 caliber,Shotgun and .22 rifle
19920501CALIO,Shotgun,Unknown,Shotgun and .22 rifle
19920417TXLID,No Data,,
19920409FLFOF,Handgun,Unknown,
19920331LAOPA,Handgun,Unknown,
19920305OHHAO,Handgun,Unknown,
19920226NYTHB,Handgun,.38 caliber,
19920224MDROB,Handgun,.22 caliber,
19920207VABON,Handgun,Unknown,
19920206OKDOO,No Data,,
19920131LAFRG,Handgun,Unknown,
19920128LAFRG,Handgun,Unknown,
19920117SCGRG,Handgun,,
19911226NCWHW,Handgun,Unknown,
19911125NYTHB,Handgun,9mm,
19911114TXMIH,Handgun,Unknown,
19911111TXYSE,Handgun,Unknown,
19911106LAWAN,Handgun,Unknown,
19911023TXOAD,Handgun,Unknown,
19911015TXGEP,Rifle,.22 caliber,
19911015SCWOW,Handgun,Unknown,
19911015NHMOS,Rifle,Unknown,
19911011MAMAR,Handgun,.22 caliber,
19911009NYJAB,Handgun,Unknown,
19911004CAROL,Handgun,Unknown,
19911004CADOL,Handgun,Unknown,
19911002TXSPH,Handgun,.25 caliber,
19910918TXCRC,Handgun,.38 caliber,
19910917ILWOC,Handgun,Unknown,
19910913TXMAH,Handgun,Unknown,
19910730CAENC,Handgun,Unknown,
19910722CAWEL,Handgun,.22 caliber,
19910521FLSCP,Handgun,.22 caliber,
19910521CAROS,Handgun,Unknown,
19910516KSCOK,Rifle,.22 caliber,
19910510OHFRC,Handgun,Unknown,
19910423MSHUB,Handgun,.22 caliber,
19910423CARAC,No Data,,
19910411SCNOR,Handgun,.22 caliber,
19910325NCGAC,No Data,,
19910314SCWOP,No Data,,
19910313ALSES,Handgun,.22 caliber,
19910219LABON,Handgun,Unknown,
19910117TXHOD,Handgun,Unknown,
19910108TXRIR,Handgun,.357 caliber,
19901213LASAS,No Data,,
19901110TXJUD,Handgun,.25 caliber,Automatic
19901030TXNAG,Handgun,.25 caliber,
19901029INCHC,Handgun,.44 caliber,
19901002TXWHD,Handgun,Unknown,
19900922ALLEB,Handgun,Unknown,
19900911TXSAS,Handgun,.45 caliber,
19900906GASOC,Rifle,.30-06,
19900906GASOC,Shotgun,12 gauge,
19900906GASOC,Handgun,.25 caliber,
19900827TXWHD,Handgun,Unknown,
19900827NVELL,Handgun,Unknown,
19900824NCMYC,Handgun,Unknown,
19900531TXSUF,Handgun,.22 caliber,
19900520TNHIC,No Data,,
19900504CAMOE,Handgun,Unknown,
19900403TXSKD,Handgun,.25 caliber,
19900327NYNEB,Handgun,.38 caliber,
19900220OHTAC,Handgun,9mm,
19900116RICEP,No Data,,
19900105FLCRC,Handgun,,
19891212SCCHC,Handgun,.45 caliber,
19891205TXWWD,Handgun,.25 caliber,
19891205PASEM,Handgun,.22 caliber,
19891204LACAS,No Data,,
19891122CACHO,Handgun,.22 caliber,
19891115TXWOA,Handgun,.22 caliber,
19891113NYALN,Handgun,.22 caliber,
19891031TXOLD,Other,BB,
19891027CABAB,,,
19891005CALOA,Handgun,Unknown,"Shotgun, pistol"
19891005CALOA,Shotgun,Unknown,"Shotgun, pistol"
19890918KYJAM,Shotgun,Unknown,
19890911AZDYE,Handgun,.25 caliber,
19890901VASAV,Multiple Handguns,,
19890426TXAMD,Handgun,.22 caliber,
19890303INWIG,Handgun,.22 caliber,
19890210UTTHK,Handgun,.22 caliber,
19890209IDRIR,Handgun,.22 caliber,
19890126DCWOW,Handgun,Unknown,
19890117CACLS,Handgun,9mm,Taurus PT92 pistol
19890117CACLS,Rifle,.223 caliber,"Semi-auto; Legal purchased AK-47 rifle carved with the words ""freedom"", ""victory"", ""Earthman"", and ""Hezbollah"""
19890105ARHEL,Handgun,.22 caliber,
19881216VAATV,Handgun,9mm,
19881122TXABA,Handgun,.22 caliber,
19881107UTGLS,Handgun,.22 caliber,
19881101FLPAJ,Handgun,.25 caliber,
19881007TXDIP,Handgun,.22 caliber,
19881007MDSOB,Handgun,Unknown,
19881006ALMOM,Handgun,Unknown,
19881005MDEDB,Handgun,Unknown,
19881004LAISB,No Data,,
19881004FLJEJ,Handgun,Unknown,
19881003FLMAM,Rifle,Unknown,
19880926SCOAG,Handgun,.22 caliber,
19880922ILMOC,Handgun,.38 caliber,
19880903TXLID,Handgun,Unknown,
19880902NCGAC,Handgun,.38 caliber,
19880902GAGLA,Handgun,Unknown,
19880831SCWEA,Handgun,.25 caliber,
19880831MICED,Multiple Handguns,Unknown,
19880711MSLAJ,Handgun,.22 caliber,
19880710WISIM,Other,Submachine gun,
19880630HIAIO,Handgun,.38 caliber,
19880617MIJOD,Handgun,.22 caliber,
19880602MSWIJ,Handgun,.357 caliber,
19880531NYPUB,No Data,,
19880520ILHUW,Handgun,.357 caliber,
19880520ILHUW,Handgun,.22 caliber,
19880520ILHUW,Handgun,.32 caliber,
19880516FLFOF,Handgun,.22 caliber,
19880505ILMAC,Handgun,.38 caliber,
19880324TXTRA,Other,BB,
19880323CACAS,No Data,,
19880304MILED,No Data,,
19880226RIBRB,Handgun,.22 caliber,
19880211FLPIL,Handgun,.38 caliber,.38 pistols (both)
19880211FLPIL,Handgun,.38 caliber,.38 pistols (both)
19880202ALWET,Multiple Unknown,Unknown,
19880129TXREA,No Data,,
19880120LASIR,Handgun,.357 caliber,
19880108PACRM,Handgun,.32 caliber,
19880106FLGAT,Handgun,.357 caliber,
19880105PASPS,Handgun,Unknown,
19871216TXMAK,Handgun,.357 caliber,
19871215NYGRB,No Data,,
19871204NYEAN,Handgun,Unknown,
19871202FLENJ,Handgun,.357 caliber,
19871130TXPES,Handgun,Unknown,
19871114FLCLC,Handgun,.45 caliber,
19871104MISOD,Handgun,Unknown,
19871030NCSOK,Handgun,.22 caliber,
19871014ILDUC,Handgun,Unknown,
19870928ILILL,Handgun,.22 caliber,
19870513ILOAO,Handgun,.25 caliber,
19870506FLLET,Handgun,.38 caliber,
19870506ARMAJ,Handgun,.25 caliber,
19870503INPII,Handgun,Unknown,
19870430ORGRP,Handgun,Unknown,
19870416MIMUD,Handgun,Unknown,
19870330CAPAS,Handgun,Unknown,
19870306TXRIE,No Data,,
19870302MODED,Handgun,.45 caliber,
19870224NYMON,Handgun,Unknown,
19870213AZORM,Multiple Unknown,Unknown,
19870210ARDAD,Rifle,Unknown,
19870123MIRED,No Data,,
19870114CALOL,Handgun,.22 caliber,
19861204MTFEL,No Data,,
19861008TXSOD,Handgun,.22 caliber,
19861003CAMOM,Handgun,.22 caliber,
19860918CABEB,Handgun,.38 caliber,
19860912CAFAL,Handgun,Unknown,
19860517TNMAN,Handgun,.22 caliber,
19860515GACAA,Rifle,Unknown,
19860509NCPIF,Handgun,.25 caliber,
19860506PAMOK,Multiple Handguns,,"revolver and a semi-automatic pistol, box of ammo"
19860429MOSES,Shotgun,12 gauge,
19860423FLCHM,Handgun,.22 caliber,
19860306ILTHD,Handgun,.357 caliber,
19860224LABOS,Handgun,.45 caliber,
19860129MDLAB,Handgun,Unknown,
19860117CAVAL,Handgun,Unknown,
19860109NCNOD,Handgun,.22 caliber,
19851210CTPOP,Handgun,9mm,
19851209PAARP,Other,Unknown,
19851203NHCOC,Shotgun,20 gauge,
19851127ALCHB,Handgun,.22 caliber,
19851126WASPS,Rifle,.22 caliber,
19851022OHSOG,Handgun,Service Weapon,
19851018MIMUD,Shotgun,Unknown,
19851008MDLAB,Handgun,Unknown,
19850925OHTRT,Handgun,Unknown,
19850920TXLAC,Handgun,.357 caliber,
19850909TXWHH,Handgun,Unknown,
19850904VAEAR,Handgun,.38 caliber,
19850724TXHIH,Handgun,Unknown,
19850521ALALS,Multiple Rifles,,"Two semi auto rifles, 372 rounds of ammo"
19850516FLPAB,Handgun,Unknown,
19850418TNSOS,Handgun,.45 caliber,
19850416TXMAA,Handgun,Service Weapon,
19850205CTAIH,Handgun,Unknown,
19850126MASTB,Handgun,Unknown,
19850121KSGOG,Handgun,.357 caliber,M1A .308 and .357 Magnum
19850121KSGOG,Rifle,.308 caliber,M1A .308 and .357 Magnum
19850118TXARA,Shotgun,410 gauge,
19841207MOEDS,Multiple Unknown,Unknown,
19841126MDMIR,Handgun,.22 caliber,
19841109CTWIN,Handgun,9mm,
19841031LAEAG,Handgun,.22 caliber,
19841030SCPEP,Handgun,.32 caliber,
19841024OHWEC,Handgun,Unknown,
19841024MISOD,Handgun,.38 caliber,
19841022MICED,Handgun,Unknown,
19841021PAWYE,Other,Pellet,
19840928TXRIN,Multiple Unknown,Unknown,
19840928TXMIH,Rifle,Unknown,
19840831LABOS,Handgun,Unknown,
19840710MIMUD,No Data,,
19840522OHCLC,Handgun,.25 caliber,
19840518CANON,Shotgun,Unknown,
19840517TXBOH,Handgun,.25 caliber,
19840517IASOP,Handgun,.38 caliber,
19840515MTCMG,Rifle,.22 caliber,
19840426NCROW,Handgun,Unknown,
19840420MIPRD,Handgun,Unknown,
19840405LACLC,Handgun,Unknown,
19840224CA49L,Rifle,AR-15,AR15 and 2 shotguns
19840224CA49L,Shotgun,Unknown,AR15 and 2 shotguns
19840224CA49L,Shotgun,Unknown,AR15 and 2 shotguns
19840221TXSHH,Handgun,.38 caliber,
19840206KYCEL,Handgun,Unknown,
19840105MDLAB,Handgun,Unknown,
19831216ILBOR,Handgun,.357 caliber,
19831202INCRC,Handgun,.44 caliber,
19831118MDHAB,Handgun,Unknown,
19831117ILJAC,Handgun,Unknown,
19831108MIHIH,Handgun,.38 caliber,
19831022MDCAB,Other,Starter,
19831007CACOL,Handgun,Unknown,
19830930TXTET,No Data,,
19830921MDWAB,Handgun,.22 caliber,
19830912MIHED,Handgun,Unknown,
19830912CAMAC,Multiple Handguns,Unknown,
19830526PAGRJ,Handgun,.22 caliber,
19830523OHMAM,Handgun,Unknown,
19830518FLNOM,Handgun,Unknown,
19830516TXLAD,Handgun,.357 caliber,
19830516NYBRN,Rifle,.22 caliber,
19830421MOBES,No Data,,
19830331ILSAC,Handgun,.38 caliber,
19830202NMALA,No Data,,
19830201TNRIM,Handgun,.25 caliber,
19830131FLDED,Handgun,.22 caliber,
19830130TXWEC,Handgun,Unknown,
19830128MDWIB,Handgun,.25 caliber,
19830120MOPAB,Handgun,.22 caliber,Two .22 automatic
19830120MOPAB,Handgun,.22 caliber,Two .22 automatic
19830118TXJOH,Handgun,.22 caliber,
19821220MIFID,Handgun,Unknown,
19821206ALHUH,Handgun,Unknown,
19821112MSWIJ,Shotgun,Unknown,
19821108MICOD,Handgun,.22 caliber,
19821101NYELE,Handgun,Unknown,
19820915ARSOP,Handgun,.22 caliber,
19820910VALAB,No Data,,
19820527NVGAL,Other,Pellet,
19820430FLANA,Handgun,.22 caliber,
19820429GARUE,Rifle,Unknown,
19820415MDFOB,Handgun,.32 caliber,
19820407CODEL,Handgun,.38 caliber,
19820319NVVAL,Handgun,.22 caliber,
19820317OHLOL,Handgun,.25 caliber,
19820315ORSPS,Handgun,.38 caliber,
19820209LAJON,No Data,,
19820208MADOD,Handgun,.38 caliber,
19820205TNHAM,Handgun,Unknown,
19811223NYJAB,Handgun,Unknown,
19811216TXUNH,Handgun,.22 caliber,
19811209NYGEB,Handgun,Unknown,
19811013CTHAH,Handgun,Unknown,
19810913MDABA,Handgun,Service Weapon,
19810908FLSTW,Handgun,.22 caliber,
19810904NMHOS,Handgun,.22 caliber,
19810901PAWIP,Handgun,.25 caliber,
19810515LANEN,Handgun,.22 caliber,
19810407MSPOP,No Data,,
19810402OHALC,Handgun,.22 caliber,
19810328FLDIF,Handgun,Unknown,
19810303INMAI,Handgun,Unknown,
19810210CAMAL,Shotgun,Unknown,
19810210ARLIL,Handgun,Unknown,
19810122MDFRB,Handgun,Unknown,
19810121OHWIB,Handgun,.38 caliber,
19801212OHLOL,Handgun,.22 caliber,
19801212ALPAB,Handgun,Unknown,
19801117TXEAF,Handgun,.22 caliber,
19801031ALHUH,Handgun,.22 caliber,
19801013ALCET,Handgun,Unknown,
19800926CTBRB,Rifle,.22 caliber,
19800911ALJOM,Handgun,Unknown,
19800910DCSPW,Handgun,.25 caliber,
19800908FLFOJ,Handgun,Unknown,
19800902CAWHL,Shotgun,12 gauge,
19800530NYCLB,Handgun,.38 caliber,
19800417VACAC,Handgun,Unknown,
19800331MDFRB,Handgun,.32 caliber,
19800320TXJLD,Handgun,.38 caliber,
19800215MSHUM,Handgun,.32 caliber,
19800211INARI,Handgun,.22 caliber,
19800207TXVAL,Handgun,.25 caliber,
19800201DCLAW,Handgun,.22 caliber,
19800129VALAW,Handgun,.45 caliber,
19800107ARSTS,Handgun,.22 caliber,
19791221MOBLS,Handgun,Unknown,
19791203MDEAB,Handgun,.25 caliber,
19791130TXUNL,Handgun,.22 caliber,
19791105INWAI,Handgun,Unknown,
19791023MOOFS,Handgun,Unknown,
19790928MACHC,Rifle,Unknown,
20000926LACAN,Handgun,.38 caliber,
19790614OHNEN,Handgun,.22 caliber,
19790426TXAZA,Handgun,.22 caliber,
19790425PAMAH,Rifle,Unknown,
19790416WIWIM,Shotgun,Unknown,
19790328CALOL,Handgun,Unknown,
19790314FLMCM,Handgun,Unknown,
19790226CABAB,Handgun,,Pistol
19790129CAGRS,Rifle,.22 caliber,
19781214CTWIN,Handgun,Unknown,
19781129NYPAN,Handgun,.22 caliber,
19781017MOUNU,Handgun,Unknown,
19781017ALLAL,Handgun,.22 caliber,
19780610MAWEW,Handgun,.22 caliber,
19780607DEDOD,Handgun,Unknown,
19780519PADOP,Multiple Rifles,Unknown,
19780518TXMUA,Rifle,.22 caliber,
19780428ILRIN,Handgun,Unknown,
19780426TXPAD,Handgun,.38 caliber,
19780414MIFOD,Handgun,Unknown,
19780329TNGAN,Handgun,Unknown,
19780309CAMOS,Rifle,.22 caliber,
19780222MIEVL,Handgun,.22 caliber,
19780209WVHAS,Handgun,.22 caliber,
19780111KYCHH,Handgun,.32 caliber,
19771215MABLC,No Data,,
19771212FLWEW,Handgun,Unknown,
19771209CAPES,Handgun,.22 caliber,
19771129MOVAS,No Data,,
19771129MOHAS,Rifle,.22 caliber,
19770711COSOC,Handgun,.32 caliber,
19770622ILHOC,No Data,,
19770517FLSTC,Rifle,.22 caliber,
19770418TNPIN,Handgun,Unknown,
19770407TXWHW,Handgun,.38 caliber,
19770321NYPAH,Rifle,.22 caliber,
19770308ILCOE,Handgun,.25 caliber,
19770228TXHOA,Handgun,Unknown,
19770228MOROS,No Data,,
19770209ILFEC,Handgun,Unknown,
19770113ILOLB,Handgun,Unknown,
19761210MOFRS,Handgun,.38 caliber,
19761110MIBUD,Handgun,Unknown,
19760920NCGUG,Shotgun,Unknown,
19760602MDMTC,No Data,,
19760514FLPAW,Handgun,.38 caliber,
19760513MOMAS,Handgun,Unknown,
19760412TXODF,Handgun,Unknown,
19760212MIMUD,Handgun,Unknown,
19760206FLESP,No Data,,
19760123OHCOC,Handgun,.25 caliber,
19760101AZCAP,Rifle,.22 caliber,
19751218CAORS,Rifle,.22 caliber,
19751024GAMUA,Handgun,.38 caliber,
19751001NMHEA,Handgun,.38 caliber,
19750911OKGRO,Unknown,Unknown,
19750711MOCES,Handgun,Unknown,
19750709ILDEC,No Data,,
19750527MIPID,Rifle,Unknown,
19750515MOROS,Handgun,.32 caliber,
19750321VAFAR,Rifle,.22 caliber,
19750321OHPAD,Handgun,.22 caliber,
19750318MOSUS,Unknown,Unknown,
19750312TXJOH,Handgun,Unknown,
19750224NJSTP,Shotgun,Unknown,
19750207NYBOM,Handgun,.38 caliber,
19741230NYOLO,Multiple Unknown,Unknown,
19741218CAMAL,Handgun,Unknown,
19741125SCCAC,Handgun,Unknown,
19741121ARBOL,Handgun,.38 caliber,
19741118SCCAC,No Data,,
19741021MDDOB,Handgun,Unknown,
19741007LADEH,Handgun,.45 caliber,
19740925CASAL,Handgun,Unknown,
19740923CAJED,Handgun,Unknown,
19740519FLHIO,Rifle,Unknown,
19740510TNCHR,Handgun,Unknown,
19740402CTSTB,Other,Unknown,
19740322INBRB,Rifle,.22 caliber,
19740207CAJAO,Handgun,Unknown,
19740122CALOL,No Data,,
19740117ILBAC,Handgun,.38 caliber,.38-caliber snub-nose revolver and .45-caliber pistol
19740117ILBAC,Handgun,.45 caliber,.38-caliber snub-nose revolver and .45-caliber pistol
19731213OHHUC,Handgun,.22 caliber,
19731206CAFRL,Handgun,Unknown,
19731109CALOL,No Data,,
19731108ILWOC,Handgun,.38 caliber,
19731031MONOS,Shotgun,Unknown,
19731024MNCEM,Shotgun,Unknown,
19731023OHBAB,Handgun,.22 caliber,
19731023MOSUS,Multiple Unknown,Unknown,
19731019MOBES,No Data,,
19731002ILELA,Handgun,.38 caliber,
19730928CAWIL,Handgun,Unknown,
19730501OHRAY,Handgun,Unknown,
