Incident_ID,Age,Gender,Race,School_Affiliation,Shooter_Outcome,Shooter_Died,Injury
20240418WASHS,Adult,,,Police Officer/SRO,Law Enforcement,No,
20240416TNDUM,,,,,Fled/Escaped,No,
20240416NCVAC,Teen,,,Student,Suicide,Yes,Suicide
20240415LAJEJ,38,Male,,No Relation,Fled/Apprehended,No,
20240415FLYOJ,23,Female,,,Fled/Apprehended,No,
20240415FLYOJ,17,Male,,,Fled/Apprehended,No,
20240415PAWEW,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20240413NCIRG,26,Male,White,No Relation,Fled/Apprehended,No,
20240413WIMEM,Adult,Male,,No Relation,Fled/Escaped,No,
20240413MOBLB,,,,,Fled/Escaped,No,
20240412FLCHP,Adult,Male,,Relative,Other,Yes,Fatal
20240412TXWID,17,Male,Black,Student,Fled/Apprehended,No,
20240311KSAMG,Teen,,,,Fled/Apprehended,No,
20240311KSAMG,Teen,,,,Fled/Apprehended,No,
20240409NMPER,Adult,Male,,No Relation,Fled/Escaped,No,
20240404MOROR,,,,,Fled/Escaped,No,
20240403NMLYL,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20240402MACAC,Adult,Male,,Police Officer/SRO,Law Enforcement,No,
20240401FLELS,17,Male,Black,Former Student,Fled/Apprehended,No,
20240326GATUA,,,,,Fled/Apprehended,No,
20240326MOCHC,14,Male,,Student,Fled/Apprehended,No,
20240326NJWEN,,,,,Fled/Escaped,No,
20240325HIWAW,19,Male,,No Relation,Fled/Apprehended,No,
20240322TNTRM,Teen,,,Student,Fled/Apprehended,No,
20240321NJMAN,,,,,Fled/Escaped,No,
20240321CADIP,Teen,Male,,Nonstudent,Fled/Escaped,No,
20240320NCPEP,30,Male,Black,,Apprehended/Killed by SRO,No,
20240320CONOD,,Male,,,Fled/Escaped,No,
20240320CONOD,,Male,,,Fled/Escaped,No,
20240320OHBOC,Teen,Male,,No Relation,Fled/Escaped,No,
20240320ILBUC,Teen,Male,,No Relation,Fled/Apprehended,No,
20240319DETHW,,,,,Fled/Escaped,No,
20240316TNKEC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20240314OHLOD,Teen,Male,,No Relation,Fled/Escaped,No,
20240313MDFOG,Teen,Male,,No Relation,Fled/Escaped,No,
20240313WAGAS,,,,,Fled/Escaped,No,
20240313MDWIB,,,,,Fled/Escaped,No,
20240311TXCHT,,,,,Surrendered,No,
20240311MASPS,19,Male,,Nonstudent,Fled/Escaped,No,
20240307NYPSB,Teen,Male,,,Fled/Escaped,No,
20240305INHAL,Teen,Male,,No Relation,Fled/Apprehended,No,
20240304TNBRB,Teen,Male,,Student,Apprehended/Killed by SRO,No,
20240302INROR,44,Male,White,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,
20240302MONOK,Teen,,,,Fled/Escaped,No,
20240302MONOK,Teen,,,,Fled/Escaped,No,
20240302MONOK,Teen,,,,Fled/Escaped,No,
20240302MONOK,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20240302MONOK,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20240301LACAC,19,Male,,,Fled/Apprehended,No,
20240229FLFIJ,15,Male,,Student,Fled/Apprehended,No,
20240228NCWAG,38,Male,,No Relation,Apprehended/Killed by LE,No,
20240228MEWAW,24,Male,,No Relation,Suicide,Yes,Suicide
20240227DESUG,15,Male,,Student,Fled/Apprehended,No,
20240226TXODO,15,Male,,Student,Fled/Apprehended,No,
20240223WVBLB,,,,,Fled/Escaped,No,
20230222NCROL,24,Male,,No Relation,Fled/Apprehended,No,
20240221CODED,,,,No Relation,Fled/Escaped,No,
20240221TXECE,Adult,Male,,Police Officer/SRO,Law Enforcement,No,
20240221AZCAT,,,,No Relation,Fled/Escaped,No,
20240220TXTRA,12,Male,,Student,Apprehended/Killed by LE,No,
20240220ALPEP,Adult,,,Nonstudent,Fled/Apprehended,No,
20240220MISAS,15,Male,,Nonstudent,Fled/Apprehended,No,
20240219TXPIM,16,Male,,Student,Apprehended/Killed by SRO,No,Wounded
20240215FLSHC,15,Male,,Student,Fled/Apprehended,No,
20240215FLSHC,11,Male,,Student,Fled/Apprehended,No,
20240214GABEA,14,Male,,Student,Fled/Apprehended,No,
20240213TNRAM,36,Female,,Parent,Fled/Apprehended,No,
20240212OHBEB,19,Male,,Former Student,Fled/Apprehended,No,
20240212IDCOI,18,Male,White,No Relation,Fled/Apprehended,No,
20240212IDCOI,19,Male,,No Relation,Fled/Escaped,No,
20240212CAELC,,,,No Relation,Fled/Escaped,No,
20240211CAMAB,,,,No Relation,Fled/Escaped,No,
20240209PACOR,,,,,Fled/Escaped,No,
20240209GATRE,15,Male,,Student,Fled/Apprehended,No,
20240208MDBEB,Teen,Male,,Student,Fled/Escaped,No,
20240208TNMEN,17,Male,,No Relation,Fled/Apprehended,No,
20240208TNMEN,18,Male,,No Relation,Fled/Apprehended,No,
20240207ORWIE,17,Male,,No Relation,Fled/Apprehended,No,
20240207ORWIE,19,Male,,No Relation,Fled/Apprehended,No,
2024207TXKUH,,,,No Relation,Fled/Escaped,No,
20240206TNNOC,,,,,Fled/Escaped,No,
20240205GALUA,Teen,Male,,Student,Apprehended/Killed by LE,No,
20240202AZLAA,Teen,Male,,Student,Apprehended/Killed by LE,No,
20240201TNHAN,13,Male,,Student,Fled/Apprehended,No,
20240201GAMCP,17,Male,,Student,Fled/Apprehended,No,
20240201GAMCP,17,Male,,Student,Fled/Apprehended,No,
20240131CADUD,Teen,,,Student,Fled/Escaped,No,
20240131ILCHC,14,Male,,,Fled/Escaped,No,
20240131ILCHC,17,Male,,,Fled/Escaped,No,
20240131ILCHC,Teen,Male,,,Fled/Escaped,No,
20240130TNBLM,17,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20240130TNBLM,17,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20240130INBEB,17,Male,,Student,Fled/Apprehended,No,
20240130CAGRS,14,Male,,Student,Fled/Apprehended,No,
20240130ALLEM,16,Female,,Student,Fled/Apprehended,No,
20240129TXCOA,17,Male,Asian,Student,Fled/Apprehended,No,
20240126ILINC,22,Male,,Nonstudent,Fled/Apprehended,No,
20240126ILINC,,,,,Fled/Escaped,No,
20240126ALHUH,30,Female,Middle Eastern,Relative,Fled/Apprehended,No,
20240124TNWEM,,Male,,,Fled/Escaped,No,
20240122ILCIC,,Male,,,Fled/Escaped,No,
20240122ILCIC,,Male,,,Fled/Escaped,No,
20240118MNCOS,30,Male,,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,No,Wounded
20240117VAWED,24,Male,White,No Relation,Attempted Suicide,No,Wounded
20240117INLIG,17,Male,,Student,Apprehended/Killed by LE,No,
20240117MDCHE,,,,,Fled/Escaped,No,
20240113INLAF,,,,,Fled/Escaped,No,
20240112VABEM,18,Male,,,Fled/Apprehended,No,Wounded
20240112OKHEO,Teen,Male,,Student,Apprehended/Killed by LE,No,
20240112OHROD,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20240111FLNOM,15,Male,,Student,Fled/Apprehended,No,
20240111LABOB,16,Male,,Student,Fled/Apprehended,No,
20240110WAWHW,Teen,Male,,Student,Apprehended/Killed by SRO,No,
20240109TXACH,,,,No Relation,Fled/Escaped,No,
20240108MSSIS,,,,,Fled/Escaped,No,
20240108CARIR,,,,,Fled/Escaped,No,
20240104IAPEP,17,Male,,Student,Suicide,Yes,Suicide
20240103TNFRM,,,,No Relation,Fled/Escaped,No,
20240103VAMAM,14,Male,,Student,Fled/Escaped,No,
20240101LABAM,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20231226RIEME,,,,,Fled/Escaped,No,
20231220TXEAF,Teen,,,,Fled/Escaped,No,
20231220NJKIN,,,,,Fled/Escaped,No,
20231219COLEC,,,,,Fled/Escaped,No,
20231219TXCYK,Teen,Male,,,Fled/Escaped,No,
20231218VAORC,,,,,Fled/Escaped,No,
20231218INEGH,14,Female,,Student,Apprehended/Killed by SRO,No,
20231215CAPAP,Adult,Male,Hispanic,No Relation,Fled/Escaped,No,
20231215TNLEN,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20231213MIDED,15,Male,,Student,Apprehended/Killed by LE,No,
20231212MICOK,,,,,Fled/Escaped,No,
20231211NYROQ,Teen,Male,,,Fled/Escaped,No,
20231208MONOS,37,Male,,No Relation,Fled/Apprehended,No,
20231208NMATA,16,Male,,Student,Fled/Apprehended,No,
20231208VAWOW,17,Male,,Student,Fled/Apprehended,No,
20231208WIBUW,33,Male,,Parent,Fled/Apprehended,No,
20231206INLAL,13,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20231205NCVAH,,,,,Fled/Escaped,No,
20231205TXNOA,Adult,Male,,No Relation,Fled/Apprehended,No,
20231202VADRA,21,Male,Black,No Relation,Fled/Apprehended,No,
20231202VADRA,18,Male,Black,No Relation,Fled/Apprehended,No,
20231201OHBUA,15,Male,,Nonstudent,Apprehended/Killed by SRO,No,
20231201OHNOC,Adult,Male,,No Relation,Fled/Escaped,No,
20231201DCKIW,,Male,,,Fled/Escaped,No,
20231130TXBUH,30,Male,,No Relation,Fled/Apprehended,Yes,Fatal
20231129OHMAT,18,Male,Black,No Relation,Fled/Apprehended,No,
20231128TXNOH,Teen,Male,,Student,Fled/Apprehended,No,
20231126OHEDD,Teen,Male,,,Fled/Escaped,No,
20231123OHSOC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20231119ILURU,Adult,Male,,No Relation,Fled/Escaped,No,
20231117LAACL,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20231116CALAW,Adult,Male,,,Fled/Apprehended,No,
20231116OHSTC,Adult,Male,,No Relation,Fled/Apprehended,No,
20231114MILID,Teen,Male,,Student,Apprehended/Killed by SRO,No,
2023114ILMAP,,,,,Fled/Escaped,No,
2023113KYJEL,Teen,Male,,Student,Fled/Escaped,No,
20231113NJCEN,,,,,Fled/Escaped,No,
20231110CAVAV,,,,,Fled/Escaped,No,
20231109NVLAL,44,Male,Black,No Relation,Fled/Apprehended,No,
20231109ALESA,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20231108CTLIN,Adult,Male,,No Relation,Subdued by Students/Staff/Other,No,
20231107CABUB,15,Male,,Student,Fled/Apprehended,No,
20231103INKII,15,Male,,Nonstudent,Fled/Apprehended,No,
20231102NCFRM,20,Male,Black,No Relation,Fled/Apprehended,No,
20231102NCFRM,20,Male,Black,No Relation,Fled/Apprehended,No,
20231102OHWAL,20,Male,,No Relation,Fled/Apprehended,No,
20231102ALSMS,16,Male,,Student,Fled/Apprehended,No,
20231031NVCOL,Adult,Male,Hispanic,Parent,Fled/Apprehended,No,
20231030NCRAR,,,,,Fled/Escaped,No,
20231028TXDUS,Adult,,,Police Officer/SRO,Law Enforcement,No,
20231027LADOD,21,Male,,No Relation,Fled/Apprehended,No,
20231027MDCAB,15,Male,,Student,Apprehended/Killed by LE,No,Wounded
20231027MDCAB,15,Male,,Student,Apprehended/Killed by LE,No,Wounded
20231027MIDED,,,,,Fled/Escaped,No,
20231026CALEL,Adult,,,Police Officer/SRO,Law Enforcement,No,
20231026VTMOM,Adult,,,No Relation,Fled/Apprehended,No,
20231026FLNFJ,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20231024MDEDW,29,Male,,No Relation,Fled/Apprehended,No,
20231023WIKEG,32,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal
20231020FLLIT,16,Male,,Student,Apprehended/Killed by SRO,No,
20231020FLFAT,53,Male,,Intimate Relationship,Suicide,Yes,Suicide
20231019WAEVV,16,Male,,Student,Fled/Apprehended,No,
20231019ILMAC,,,,,Fled/Escaped,No,
20231019TXNAA,,,,,Fled/Escaped,No,
20231019CAGRF,12,Male,Black,Student,Subdued by Students/Staff/Other,No,
20231018WILUW,Adult,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal
20231015OHEAT,23,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20231015MOKIK,39,Male,White,Parent,Subdued by Students/Staff/Other,No,
20231015TXFRD,22,Male,Black,No Relation,Fled/Apprehended,No,
20231015TXFRD,38,Male,Black,No Relation,Fled/Apprehended,No,
20231013FLBOS,,,,,Fled/Escaped,No,
20231013OHCLC,15,Male,,Student,Fled/Apprehended,No,
20231011CAMAL,,,,No Relation,Fled/Escaped,No,
20231011FLMIM,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20231011TXSEF,Adult,,,Intimate Relationship,Fled/Escaped,No,
20231010MOBAS,,,,,Fled/Escaped,No,
20231010NCTEF,Adult,Male,,No Relation,Surrendered,No,
20231010SCDAD,,,,,Fled/Escaped,No,
20231008ILTHD,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20231006LATHT,13,Male,,Student,Fled/Apprehended,No,
20231006MIOAO,,,,,Fled/Escaped,No,
20231004PAMIE,4,,,Relative,Other,No,
20231004COROD,15,Male,,No Relation,Fled/Apprehended,No,
20231004WAGAS,,,,,Fled/Escaped,No,
20231004GASAS,,,,,Fled/Escaped,No,
20231002CAALL,Adult,Male,,No Relation,Fled/Escaped,No,
20231002AZALP,,,,,Fled/Escaped,No,
20230930GAGRG,17,Male,Black,,Fled/Escaped,No,
20230929AKWAW,Adult,Male,,No Relation,Surrendered,No,
20230929NCDUG,18,Male,,Student,Fled/Apprehended,No,
20230929NCDUG,17,Male,,Student,Fled/Apprehended,No,
20230928MDEDE,,,,,Apprehended/Killed by LE,No,
20230928GAROC,Teen,Male,,Student,Surrendered,No,Wounded
20230925DCSTW,,,,No Relation,Fled/Escaped,No,
20230925MDDUB,Teen,Male,,Student,Surrendered,No,Wounded
20230925MDGIB,,,,,Fled/Escaped,No,
20230923OHMAC,Teen,Male,Black,No Relation,Fled/Escaped,No,
20230922IAOTO,,,,,Fled/Escaped,No,
20230922KYMAL,,,,,Fled/Escaped,No,
20230922TNWEM,14,Male,,Student,Fled/Apprehended,No,
20230922TNSWS,Teen,Male,,,Fled/Escaped,No,
20230922WIMIM,,,,,Fled/Escaped,No,
20230920ILVOC,,,,,Fled/Escaped,No,
20230919TXKEB,11,Male,,Student,Apprehended/Killed by LE,No,
20230919FLWOP,24,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20230919DCROW,,,,No Relation,Fled/Escaped,No,
20230918MDDUB,Teen,,,Student,Apprehended/Killed by LE,No,
20230916OHEAC,,,,No Relation,Fled/Escaped,No,
20230915ILHIC,,,,,Fled/Escaped,No,
20230915KSWYK,,,,,Fled/Escaped,No,
20230915KSWYK,,,,,Fled/Escaped,No,
20230915MDJAB,,,,,Fled/Escaped,No,
20230914ILBOU,15,Male,,Student,Fled/Apprehended,No,
20230914ILBOU,16,Male,,Student,Fled/Apprehended,No,
20230914ILBOU,16,Male,,Student,Fled/Apprehended,No,
20230914ILBOU,18,Male,,Student,Fled/Apprehended,No,
20230913GALAA,Adult,Male,,Parent,Fled/Escaped,No,
20230913DCLIW,,,,,Fled/Escaped,No,
20230912WAEIY,15,Male,,Student,Fled/Apprehended,No,
20230912LASTG,14,Male,,Student,Fled/Apprehended,No,
20230911MDDUL,16,Male,,Student,Fled/Apprehended,No,
20230911ARPRN,,,,,Fled/Escaped,No,
20230909NYPRU,16,Male,,Student,Fled/Apprehended,No,
20230908NCLUL,21,Male,,,Fled/Apprehended,No,
20230908NCLUL,17,Male,,,Fled/Apprehended,No,
20230906FLANT,32,Female,Black,Parent,Fled/Apprehended,No,
20230905CASKO,Teen,Male,,Student,Fled/Apprehended,No,
20230901TNMEM,,Male,,,Fled/Escaped,No,
20230901MDDUB,15,Male,,,Fled/Apprehended,No,
20230901ILMOC,,,,,Fled/Escaped,No,
20230901LAPOP,,,,,Fled/Escaped,No,
20230831KSWEW,,,,,Fled/Escaped,No,
20230831MSBRB,11,Male,,Student,Fled/Apprehended,No,
20230831WANOD,Teen,Male,,No Relation,Fled/Escaped,No,
20230831WANOD,Teen,Male,,No Relation,Fled/Escaped,No,
20230831WANOD,Teen,Male,,No Relation,Fled/Escaped,No,
20230829NVCLL,,,,,Fled/Escaped,No,
20230826CAFAF,Adult,,,,Fled/Escaped,No,
20230825MSOBG,Adult,Male,,,Fled/Escaped,No,
20230825MSOBG,Adult,Male,,,Fled/Escaped,No,
20230825MSOBG,Adult,Male,,,Fled/Escaped,No,
20230825MSOBG,Adult,Male,,,Fled/Escaped,No,
20230825CADRL,,,,,Fled/Escaped,No,
20230825OKBOT,Teen,Male,Hispanic,Student,Fled/Escaped,No,
20230825SCGEG,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20230825OKCHC,15,Male,,Student,Fled/Apprehended,No,
20230824NMRAT,,,,,Fled/Escaped,No,
20230824VAWAP,,,,,Fled/Escaped,No,
20230824VAKEV,,,,No Relation,Fled/Escaped,No,
20230824AZPHP,Child,,,Student,Apprehended/Killed by LE,No,
20230823MDTOT,,,,,Fled/Escaped,No,
20230822OKSTS,Teen,Male,,Student,Fled/Apprehended,No,
20230822TNSTC,Adult,Male,,,Apprehended/Killed by SRO,No,
20230822TXJES,Child,Male,,Student,Apprehended/Killed by Other,No,
20230818GANOK,Teen,Male,,Student,Fled/Escaped,No,
20230818CAETR,Teen,Male,,Student,Fled/Escaped,No,
20230818GAJOJ,Teen,Male,,Student,Fled/Escaped,No,
20230818MSPAP,Teen,Male,,Student,Fled/Escaped,No,
20230818FLFIJ,15,Male,,Student,Fled/Apprehended,No,Wounded
20230816GAJOA,Teen,Male,,Student,Fled/Apprehended,No,
20230813NEWON,14,Male,,No Relation,Fled/Apprehended,No,
20230812MSSTS,,,,,Fled/Escaped,No,
20230810TNCOM,22,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20230808ILBOC,,,,,Fled/Escaped,No,
20230807WAHIS,,,,No Relation,Fled/Escaped,No,
20230731TNMAM,33,Male,White,Former Student,Fled/Apprehended,No,Wounded
20230726DCMAW,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20230725TNFRM,Adult,Male,,No Relation,Fled/Escaped,No,
20230725NCJUC,Adult,,,No Relation,Fled/Escaped,No,
20230724PAJOH,15,Male,,,Fled/Apprehended,No,
20230718NYFRB,17,Male,,Student,Fled/Escaped,No,
20230716GALOH,20,Male,,No Relation,Apprehended/Killed by LE,No,
20230714NYKIT,Teen,Male,,No Relation,Fled/Escaped,No,
20230714TXJAS,Teen,Male,,No Relation,Apprehended/Killed by LE,No,
20230708ALWOB,19,Male,,No Relation,Suicide,Yes,Suicide
20230707MDPIP,,,,,Fled/Escaped,No,
20230706OHHUC,,,,,Fled/Escaped,No,
20230702MNUNF,19,Male,,,Fled/Apprehended,No,
20230623NMKEA,17,Male,,No Relation,Fled/Apprehended,No,
20230622ARSOS,29,Male,White,No Relation,Fled/Apprehended,No,
20230613PAJUP,Adult,Male,,No Relation,Fled/Escaped,No,
20230612NJRIM,18,Male,,No Relation,Fled/Apprehended,No,
20230612GAKEC,,,,,Fled/Escaped,No,
20230609DCTUW,,,,No Relation,Fled/Escaped,No,
20230607VADRA,21,Male,,No Relation,Fled/Apprehended,No,
20230607WIMIM,,,,,Fled/Escaped,No,
20230606VAHUR,19,Male,,,Fled/Apprehended,No,
20230605MIMIW,22,Male,Black,Relative,Fled/Apprehended,No,
20230605MARID,,,,,Fled/Escaped,No,
20230602MAWOW,,,,,Fled/Escaped,No,
20230602MDSAE,Teen,Male,,No Relation,Surrendered,No,Wounded
20230602MDSAE,Teen,Male,,No Relation,Surrendered,No,Wounded
20230601TXCAF,Adult,Male,,,Fled/Escaped,No,
20230531CABAB,19,Male,Black,,Fled/Apprehended,No,
20230528GABEA,Teen,Male,,Student,Fled/Escaped,No,
20230526MIHAH,,,,,Fled/Escaped,No,
20230526NYMOM,,,,,Fled/Escaped,No,
20230525PASAB,Teen,,,No Relation,Fled/Escaped,No,
20230525OHBEC,Adult,Male,,No Relation,Fled/Escaped,No,
20230525CABEM,Adult,Male,,No Relation,Fled/Escaped,No,
20230525MNWAM,16,Male,,Student,Fled/Apprehended,No,
20230524NCJHG,19,Male,,No Relation,Fled/Apprehended,No,
20230524PAOLP,15,Male,,Student,Fled/Apprehended,No,
20230524NCNOD,16,Male,,,Apprehended/Killed by LE,No,
20230523MIYPY,,,,No Relation,Fled/Escaped,No,
20230522MASTD,Adult,,,Police Officer/SRO,Law Enforcement,No,
20230522DCKID,Teen,Male,,,Fled/Escaped,No,
20230521NJCEN,Teen,Male,,,Fled/Escaped,No,
20230519AZBOP,15,Male,,Student,Apprehended/Killed by LE,No,
20230519DEFAD,,,,,Fled/Escaped,No,
20230519NYPSS,Teen,Male,,Student,Fled/Escaped,No,
20230518WAGAS,Teen,Male,,,Fled/Escaped,No,
20230518CACHW,Adult,Male,,No Relation,Fled/Apprehended,No,
20230517DCTHW,,Male,,,Fled/Escaped,No,
20230516NJSCP,59,Male,,No Relation,Fled/Apprehended,No,
20230516OHEAC,,Male,,,Fled/Escaped,No,
20230516MNDAM,Teen,Male,Black,,Fled/Escaped,No,
20230516MNDAM,Teen,Male,Black,,Fled/Escaped,No,
20230516MNDAM,Teen,Male,Black,,Fled/Escaped,No,
20230515ININI,16,Male,Black,Student,Apprehended/Killed by LE,No,
20230515ININI,16,Male,Black,Student,Apprehended/Killed by LE,No,
20230515CAPIP,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20230515ORCRP,13,Male,,Former Student,Apprehended/Killed by LE,No,
20230512OHEDD,19,Male,Black,No Relation,Fled/Apprehended,No,
20230512OHEDD,Teen,Male,,No Relation,Fled/Escaped,No,
20230512DCKEW,Adult,Male,,No Relation,Fled/Escaped,No,
20230512TNLEL,Adult,Male,,Parent,Surrendered,No,Wounded
20230511MDNOF,18,Male,,No Relation,Fled/Apprehended,No,
20230511ILNER,10,Female,,Student,Subdued by Students/Staff/Other,No,
20230510NYPSQ,Teen,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20230509CACAO,,,,,Fled/Escaped,No,
20230508SCSUS,Teen,Male,,Student,Fled/Apprehended,No,
20230508PAEWP,12,Male,,Student,Fled/Apprehended,No,
20230508NVVOL,18,Male,Hispanic,No Relation,Fled/Apprehended,No,
20230506SCCOL,14,Male,,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,No,
20230505INLIE,Teen,Male,,,Fled/Escaped,No,
20230503NCJOE,,,,,Fled/Escaped,No,
20230502AZRAM,Adult,Male,,No Relation,Fled/Escaped,No,
20230501MDPRS,15,Male,Black,Student,Fled/Apprehended,No,
20230501MIINF,30,Female,,Parent,Fled/Apprehended,No,
20230430CAKNP,Adult,Female,,Parent,Apprehended/Killed by LE,No,
20230430KYPAP,Teen,Male,,Student,Fled/Escaped,No,
20230430KYPAP,Teen,Male,,Student,Fled/Escaped,No,
20230428TNWEK,14,Male,,Student,Surrendered,No,
20230427GACHK,,,,,Fled/Escaped,No,
20230427VAGER,18,Male,,Student,Fled/Apprehended,No,
20230426MNLIH,Teen,Male,,Former Student,Fled/Apprehended,No,
20230426MNLIH,Teen,Male,,Former Student,Fled/Apprehended,No,
20230426MNLIH,Teen,Male,,Former Student,Fled/Apprehended,No,
20230426CTJON,,,,,Fled/Escaped,No,
20230425NVCOH,,,,,Fled/Escaped,No,
20230425CAKIL,,,,,Fled/Escaped,No,
20230423VAJOD,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
20230420ARLIL,,,,,Fled/Escaped,No,
20230419FLFOA,Adult,Male,,Parent,Apprehended/Killed by LE,No,
20230418TXRIH,Adult,Male,,No Relation,Fled/Escaped,No,
20230417LASON,,,,,Fled/Escaped,No,
20230414AZDEP,38,Male,,No Relation,Fled/Apprehended,No,
20230414WIWAW,17,Male,,Student,Surrendered,No,
20230414PAWOP,,,,No Relation,Fled/Escaped,No,
20230413ILCHC,Adult,Male,,No Relation,Fled/Escaped,No,
20230413ILCHC,Adult,Male,,No Relation,Surrendered,No,
20230412TXLOH,12,Male,Hispanic,,Fled/Escaped,No,
20230412CACES,,,,,Fled/Escaped,No,
20230407WACHS,,,,,Fled/Escaped,No,
20230406NCSOW,14,Male,,Student,Fled/Apprehended,No,
20230405WANAS,20,Male,,No Relation,Fled/Apprehended,No,
20230405OHROC,Teen,Male,,Student,Fled/Apprehended,No,
20230405SCHOG,Teen,Male,,No Relation,Fled/Escaped,No,
20230404TXCHH,18,Male,,Student,Surrendered,No,
20230404OHWOC,Teen,Male,,Student,Fled/Apprehended,No,
20230404OHWOC,Teen,Male,,Student,Fled/Apprehended,No,
20230403PAFAP,,,,,Fled/Escaped,No,
20230331MSGNJ,,,,,Fled/Escaped,No,
20230331CAWOC,,,,,Fled/Escaped,No,
20230331DCCAD,,,,,Fled/Escaped,No,
20230331CAJAR,33,Male,,No Relation,Suicide,Yes,Suicide
20230330NCFOW,18,Male,,Student,Apprehended/Killed by LE,No,Wounded
20230329MDBRO,,,,,Fled/Escaped,No,
20230329GANED,29,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,Yes,Fatal
20230331NCLIR,Adult,Male,Hispanic,No Relation,Apprehended/Killed by LE,Yes,Fatal
20230327TNCON,28,Transgender,White,Former Student,Apprehended/Killed by LE,Yes,Fatal
20230324INNOM,43,Male,White,Teacher,Suicide,Yes,Suicide
20230324NJTHM,,,,,Fled/Escaped,No,
20230323TNHAM,13,Male,Black,Student,Fled/Escaped,No,
20230322ALANA,Teen,Male,,Student,Fled/Apprehended,No,
20230322PAHAP,,,,No Relation,Fled/Escaped,No,
20230322COEAD,17,Male,,Student,Fled/Escaped,Yes,Suicide
20230321TXTHD,Teen,Male,,Student,Fled/Apprehended,No,
20230320TXLAA,15,Male,,Student,Fled/Apprehended,No,
20230319ORFOS,Adult,Male,,No Relation,Apprehended/Killed by LE,No,
20230316NCLOD,14,Male,,Student,Apprehended/Killed by SRO,No,
20230316DCCOW,Teen,Male,,,Fled/Escaped,No,
20230316NYPSB,Teen,Male,,No Relation,Fled/Escaped,No,
20230316NYPSB,Teen,Male,,No Relation,Fled/Escaped,No,
20230315COINB,Teen,Male,,Student,Fled/Apprehended,No,
20230315COINB,Teen,Male,,Student,Fled/Apprehended,No,
20230315CALIG,,,,,Fled/Escaped,No,
20230315MICEW,,,,,Fled/Escaped,No,
