Incident_ID,Injury,Gender,School_Affiliation,Age,Race
20211007DCWAW,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,26,
20211006TXTIA,Wounded,Female,Student,Teen,
20211006TXTIA,Wounded,Male,Teacher,25,
20211006TXTIA,Non-gunshot Injury,,Student,Teen,
20211006TXTIA,Wounded,Male,Student,15,
20211004PASCP,Wounded,,Police Officer/SRO,Adult,
20211004PASCP,Wounded,,Police Officer/SRO,Adult,
20211004OHWOT,Wounded,Male,Student,17,
20211001TXYEH,Wounded,Male,Principal/Vice-Principal,Adult,
20211001NCSEF,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18,
20211001NCSEF,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,
20211001NCNOD,Wounded,Male,Student,17,
20211001INBEI,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16,
20210930TNCUM,Wounded,Male,Student,13,
20210930MSNEN,Wounded,Male,Student,6,
20210928MESOS,Wounded,Male,Student,Teen,
20210927ILCAC,Non-gunshot Injury,,Student,Child,
20210927ILCAC,Non-gunshot Injury,,Student,Child,
20210927ILCAC,Non-gunshot Injury,,Student,Child,
20210924MDWIB,Wounded,Male,No Relation,18,
20210924ALFAF,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210922NYSOB,Wounded,Male,Student,17,
20210921PAVAP,Wounded,Male,Student,15,
20210921KSEAW,Wounded,Male,Student,15,
20210921KSEAW,Wounded,Male,Student,17,
20210921KSEAW,Wounded,Male,Student,15,
20210920VAHEN,Wounded,Male,Student,17,
20210920VAHEN,Wounded,Female,Student,17,
20210920OHEAC,Wounded,Male,No Relation,14,
20210920OHEAC,Wounded,Male,No Relation,15,
20210920OHEAC,Wounded,Male,No Relation,19,
20210918COWIC,Wounded,,Student,Teen,
20210918COWIC,Wounded,,Student,Teen,
20210918COWIC,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210917VAHEH,Non-gunshot Injury,Male,Student,Teen,
20210917TNAUK,Wounded,Male,,Teen,
20210917PAWEP,Wounded,,Student,16,
20210917PAWEP,Wounded,,Student,14,
20210915VASPS,,,Student,Child,
20210915VASPS,,,Student,Child,
20210915VASPS,,,Student,Child,
20210915KYMAL,Wounded,Male,No Relation,Adult,
20210913SCEDC,Wounded,Male,Parent,Adult,
20210909ILCHC,Wounded,Male,No Relation,34,
20210908MNPRB,Wounded,Male,No Relation,Adult,
20210903CABUB,,Female,Bus Driver,Adult,
20210903CABUB,,,Student,,
20210902INWEG,Wounded,Male,Student,Teen,
20210902CASAL,Wounded,Male,Student,17,
20210902CASAL,Wounded,Male,Student,Teen,
20210901NCMTW,Fatal,Male,Student,15,Black
20210901ILFRC,Fatal,Male,No Relation,41,
20210830NJWEN,Fatal,Male,Student,Teen,
20210830NCNEW,Wounded,Male,Student,Teen,
20210830FLOKW,Non-gunshot Injury,Female,Student,Teen,
20210827VAFRW,Wounded,Male,Student,15,
20210827VAFRW,Wounded,Female,Student,14,
20210827PAACS,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210827PAACS,Fatal,Female,Nonstudent Using Athletic Facilities/Attending Game,8,Black
20210827PAACS,Wounded,,Student,Teen,
20210827PAACS,Wounded,,Student,Teen,
20210827PAACS,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210827KYAPO,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210827INHAH,Wounded,,Student,Teen,
20210827INHAH,Wounded,,Student,Teen,
20210822ILWER,Wounded,Male,Student,13,
20210820NEMIO,Wounded,Male,No Relation,24,Black
20210820NEMIO,Wounded,Female,No Relation,29,Black
20210820CACEF,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Black
20210818SCORO,Wounded,,Student,Teen,
20210818SCORO,Wounded,,Student,Teen,
20210818SCORO,Wounded,,Student,Teen,
20210817COYED,Fatal,Male,Student,18,
20210814ILMAC,Wounded,Male,No Relation,15,
20210813NMWAA,Fatal,Male,Student,13,
20210812GALIL,Wounded,Male,,Adult,
20210811COMAC,Wounded,Male,No Relation,Adult,
20210810OHEAC,Wounded,Male,Former Student,15,
20210807ORGIP,Fatal,Male,No Relation,Adult,
20210806LASTH,Wounded,Female,Parent,60,
20210804ALBUM,Wounded,Male,,Teen,
20210804ALBUM,Wounded,Male,,Teen,
20210727WATYS,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210721ILTHC,Wounded,Male,No Relation,22,
20210721ILTHC,Wounded,Male,No Relation,18,
20210721ILTHC,Wounded,Male,No Relation,15,
20210721ILTHC,Wounded,Male,No Relation,17,
20210721ILTHC,Wounded,Male,No Relation,14,
20210719TXCAC,Non-gunshot Injury,Female,Student,17,
20210719TXCAC,Non-gunshot Injury,Male,Student,17,
20210708ILBEC,Wounded,Female,No Relation,34,
20210708ILBEC,Wounded,Male,Student,16,
20210704NYDRR,Fatal,Male,,16,
20210628CASLF,Wounded,Male,No Relation,Adult,
20210624ILABR,Wounded,Male,No Relation,Adult,
20210620CAGRM,Wounded,Male,No Relation,Adult,
20210614TXEAF,Wounded,Male,,Adult,
20210613PAWIP,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210612MOMCF,Fatal,Male,Student,18,Black
20210609VAWIR,Wounded,Male,Student,Teen,
20210609TXNOH,Wounded,Male,Student,18,Black
20210608KSHAK,Fatal,Male,No Relation,15,
20210607TXEAF,Fatal,Male,Student,17,
20210601ILLIC,Wounded,Male,,17,
20210517TXBRE,Non-gunshot Injury,Female,Student,13,
20210517TXBRE,Non-gunshot Injury,Male,Student,Teen,
20210517TNAUM,Wounded,Male,No Relation,Adult,
20210514CASAS,Fatal,Male,No Relation,19,Asian
20210511NYPSB,Wounded,Male,No Relation,16,
20210506SCFOC,,Male,Bus Driver,Adult,
20210506IDRIR,Wounded,Male,Student,Teen,
20210506IDRIR,Wounded,Female,Student,11,
20210506IDRIR,Wounded,Male,Other Staff,Adult,
20210505MICRC,Wounded,Male,No Relation,Adult,
20210502ILCHC,Wounded,Female,No Relation,21,
20210502ILCHC,Wounded,Male,No Relation,29,
20210502ILCHC,Wounded,Male,No Relation,20,
20210502ILCHC,Wounded,Female,No Relation,32,
20210502ILCHC,Wounded,Female,No Relation,26,
20210501MNBES,,Male,No Relation,Adult,
20210501MNBES,,Male,No Relation,Adult,
20210430INMAI,Wounded,Female,Parent,Adult,
20210429NYURB,Fatal,Male,Student,17,
20210429CAVIV,Wounded,Male,Student,16,
20210427DESMS,Fatal,Female,Parent,38,
20210420TXHAH,Fatal,Male,No Relation,19,Black
20210418OHWED,Fatal,Male,No Relation,16,
20210418OHWED,Wounded,Male,No Relation,Teen,
20210413TNMAC,,,Bus Driver,Adult,
20210412TNAUK,Wounded,Male,Police Officer/SRO,Adult,
20210412CASAS,,Female,No Relation,33,
20210411INBIH,Fatal,Female,No Relation,43,
20210407ILPEP,,Male,Student,16,
20210401ALSES,,Male,Student,Teen,
20210327MAPEC,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19,
20210324ORFOS,Fatal,Male,No Relation,17,
20210324ORFOS,Wounded,Male,No Relation,17,
20210315INMEM,Fatal,Male,No Relation,18,Black
20210315INMEM,Wounded,Male,No Relation,Teen,
20210313TXLEA,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20210311OHCIC,Wounded,Male,No Relation,Adult,
20210308SCEDC,Wounded,Male,Relative,Adult,
20210301ARWAP,Fatal,Male,Student,15,
20210226LAGEN,Fatal,Male,Police Officer/SRO,38,Black
20210224WAGAY,Wounded,Male,No Relation,16,
20210222CAHOV,Wounded,Male,No Relation,Adult,
20210219ILLIR,Fatal,Male,No Relation,30,
20210214MNROM,Wounded,,No Relation,Adult,
20210214MNROM,Fatal,Male,No Relation,53,
20210214MNROM,Fatal,Female,No Relation,34,
20210210TXFOF,Fatal,Male,No Relation,Adult,
20210210NJSCP,Fatal,Female,No Relation,41,
20210210LASTS,Non-gunshot Injury,Male,Student,4,
20210205MDBEM,Wounded,Male,No Relation,Adult,
20210201MIMUD,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,,
20210127FLHOH,Non-gunshot Injury,,Student,Teen,
20210121OHEAC,Wounded,Male,No Relation,19,
20210114MDHIW,Fatal,Male,No Relation,21,
20210110ILSOS,Wounded,Female,Student,16,Black
20210110ILSOS,Wounded,Female,Relative,20,
20201229WAROS,Wounded,Male,,Teen,
20201229WAROS,Wounded,Male,,Teen,
20201216ILDUC,Fatal,Male,No Relation,19,Black
20201207ILEAC,Fatal,Male,No Relation,21,
20201125KSABG,Wounded,Male,No Relation,16,
20201124NCHEH,Wounded,Female,Student,12,
20201116TNWIM,,Female,No Relation,Adult,
20201113NCLIL,Wounded,Male,Student,6,White
20201112PANAH,Fatal,Male,No Relation,17,
20201112CACEU,Wounded,Male,No Relation,Adult,
20201109TXCOH,Fatal,Male,No Relation,Adult,Hispanic
20201029FLLAM,Fatal,Male,No Relation,Adult,
20201029FLLAM,Fatal,Male,No Relation,Adult,
20201026GARIR,Fatal,Male,No Relation,28,
20201020ARJAP,Fatal,Male,,16,
20201018KYSEL,Wounded,,,Teen,
20201018KYSEL,Wounded,,,Teen,
20201018KYSEL,Wounded,,,Teen,
20201014WAWAS,,Male,No Relation,Adult,
20201014PABRB,,Male,Bus Driver,Adult,
20201013RIRHP,Fatal,Male,No Relation,19,Black
20201013RIRHP,Wounded,Male,No Relation,Adult,
20201013RIRHP,Wounded,Male,No Relation,Adult,
20201012TXNOD,,Male,No Relation,Adult,
20201009FLJEJ,Wounded,Male,Student,18,
20201005OKSOM,Non-gunshot Injury,,Student,Teen,
20201005ARKIH,Wounded,Male,,Adult,
20201005ARKIH,Fatal,Male,,36,Black
20200930CADYL,Wounded,Male,Student,18,Black
20200930CADYL,Wounded,,No Relation,Adult,
20200928CTEAN,Wounded,Male,No Relation,18,
20200925NJHAH,Wounded,Male,No Relation,41,
20200923PAWIW,,Male,,,
20200923FLHIJ,,,,,
20200918KYWIL,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20200917ORDRP,Wounded,,No Relation,Adult,
20200917OHELA,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,
20200917OHELA,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,40,
20200916WAARG,Wounded,Male,No Relation,Adult,
20200916CASOS,Fatal,Male,,17,
20200910ILPEP,,,Student,,
20200909TXSOH,Wounded,Male,No Relation,18,
20200909PAWEW,,Male,No Relation,Adult,
20200904FLLOJ,Wounded,Male,No Relation,27,
20200903GADOA,Fatal,Male,No Relation,18,
20200830TXLOD,Fatal,Male,No Relation,27,Hispanic
20200825MOWEC,Wounded,Male,No Relation,Adult,
20200817MIABG,Wounded,Male,No Relation,Adult,
20200804PAKEP,Fatal,Male,No Relation,26,
20200721SCBRO,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,28,
20200714MIWID,,,,,
20200704INLAM,Fatal,Male,No Relation,,Hispanic
20200701ILFRP,,,,,
20200618INJOI,Fatal,Male,No Relation,37,
20200616FLTOM,Fatal,Male,No Relation,Adult,
20200616FLTOM,Wounded,Male,No Relation,Adult,
20200603IAGAD,Wounded,Male,No Relation,18,
20200527OHLUC,,,,,
20200525ALORM,Wounded,Male,No Relation,Adult,
20200525ALORM,Wounded,Male,No Relation,Adult,
20200525ALORM,Wounded,Male,No Relation,Adult,
20200522OHMIC,Fatal,Male,No Relation,34,
20200519VAWEM,,,,,
20200515NCSTC,,,,,
20200505CAGOV,Fatal,Male,No Relation,19,Hispanic
20200505CAGOV,Fatal,Male,No Relation,19,Hispanic
20200505CAGOV,Fatal,Male,No Relation,18,Hispanic
20200413NEMOO,Wounded,Male,No Relation,18,
20200330GANAS,Wounded,,No Relation,,
20200330GANAS,Wounded,,No Relation,,
20200330GANAS,Wounded,,No Relation,,
20200324LAROM,Wounded,Male,,,
20200318LABOS,Wounded,Male,Student,15,
20200315TXATH,Fatal,Male,Former Teacher,19,Black
20200313TNPIR,,,,,
20200310PASHN,,,,,
20200305FLSAW,Wounded,Male,Police Officer/SRO,,
20200302TXNOF,,,,,
20200221NMCEA,,,,,
20200215DCDUW,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,34,
20200212MOJOF,,,,,
20200205NHSEC,,Male,Student,17,
20200205NHSEC,,Female,Teacher,Adult,
20200204LABEA,,,,,
20200203FLGEJ,Wounded,Male,No Relation,Adult,
20200201TXHIH,Wounded,Male,No Relation,Adult,
20200131CADEA,Fatal,Male,Student,16,
20200128TXLUL,Wounded,Male,Student,17,Black
20200128TNWHM,Wounded,Male,,,
20200128NYMAQ,,Male,Student,16,
20200127WAROY,,,,,
20200123CAOXO,Wounded,Female,Student,9,
20200121NEPAL,,,,,
20200121ILLIC,Wounded,Male,Student,17,
20200119TXNOF,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20200119TXNOF,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,10,
20200117SCCAS,,Male,Student,16,
20200117MITHH,Wounded,Male,Parent,Adult,
20200114TXPOM,,,,,
20200114TXBEH,Fatal,Male,Student,19,
20200111TXELD,Fatal,Male,Former Student,18,
20200111TXELD,Wounded,Male,Police Officer/SRO,Officer,
20200110MSMCJ,Wounded,Male,Student,Teen,
20200108FLGLB,,,,,
20200107WASOK,,,,,
20191228MOMAS,Fatal,Male,Student,13,Black
20191221LAWES,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20191221LAWES,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20191221LAWES,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20191221LAWES,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20191219FLLEN,Fatal,Female,Student,Adult,
20191216CTCAN,Wounded,Male,Parent,Adult,
20191213VAMAN,,Male,Student,17,
20191211KSCHT,,,,,
20191211INEVE,,,,,
20191210NJSAJ,,,,,
20191210KSJCK,,,,,
20191210ALDED,,,,,
20191204NMPIL,,,,,
20191203WITHM,Wounded,Female,Student,Teen,
20191203WITHM,Wounded,Female,Student,Teen,
20191203WIOSO,Wounded,Male,Student,16,
20191202WIWAW,,Male,Student,18,
20191201ALMOM,Fatal,Female,No Relation,31,White
20191126WASAV,Wounded,Female,Parent,Adult,
20191126WASAV,Wounded,Female,Parent,Adult,
20191125ILCAC,Wounded,Male,No Relation,37,
20191124CASEU,Fatal,Male,No Relation,14,
20191124CASEU,Fatal,Male,No Relation,11,
20191121ILRIO,Wounded,,Student,14,
20191115NJPLP,Fatal,Male,Relative,10,
20191115NJPLP,Wounded,Male,Student,15,
20191115NJPLP,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,27,
20191114CASAS,Fatal,Female,Student,15,
20191114CASAS,Wounded,Female,Student,15,
20191114CASAS,Wounded,Female,Student,14,
20191114CASAS,Wounded,Male,Student,14,
20191114CASAS,Fatal,Male,Student,14,
20191113CAESL,Fatal,Male,No Relation,Adult,
20191111MDACB,Wounded,Male,Student,19,
20191108TXROD,Fatal,Male,Former Student,15,Black
20191108CAEDS,,,,,
20191029NYNEN,Wounded,Female,Student,16,
20191027MDLAL,Wounded,Female,No Relation,38,
20191022NJBRB,Wounded,Male,Student,Teen,
20191022CARIS,Wounded,Male,Student,16,
20191018OHWOT,,,,,
20191018GACRS,Wounded,Male,,,
20191015LAGEN,Wounded,Male,Student,17,
20191011LARAR,,,,,
20191009MAGRL,Wounded,,Student,Child,
20191009MAGRL,Wounded,,Student,Child,
20191009MAGRL,Wounded,,Student,Child,
20191009MAGRL,Wounded,,Student,Child,
20191009MAGRL,Wounded,,Student,Child,
20191008TXWEH,Wounded,,Student,Teen,
20191008COSHS,Wounded,Male,Rival School Student,Teen,
20191002GASOA,,,,,
20190927NCZEC,,,,,
20190927CADER,Wounded,Female,Student,16,
20190927CADER,Wounded,Male,Student,17,
20190927CADER,Wounded,Male,Student,17,
20190920PASIP,Wounded,Male,Unknown,14,
20190920PASIP,Wounded,Male,Unknown,15,
20190918MNFOC,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,45,
20190916VAPHH,Fatal,Male,No Relation,38,
20190916ILILK,,,,,
20190914TXEAF,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12,
20190914TXEAF,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20190913VAETN,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19,
20190913VAETN,Wounded,,Student,14,
20190913VAETN,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19,
20190913UTGRW,,,,,
20190912KSMAM,,,,,
20190910SCSOA,,,,,
20190906PAWEM,Wounded,Female,Student,,
20190906PAMCJ,Fatal,Male,,48,Black
20190906ALCEC,,,,,
20190902MDNOB,Fatal,Male,No Relation,Adult,
20190902MDNOB,Wounded,Male,No Relation,Adult,
20190902MDNOB,Wounded,Male,No Relation,Adult,
20190830OHCET,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16,
20190830NCKIK,,,,,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190830ALLAM,Wounded,,Student,Teen,
20190827NYROR,,,,,
20190827CAHOL,Wounded,Male,Student,Teen,
20190824PAWIP,Fatal,Male,No Relation,14,Black
20190823MOROS,Fatal,Female,Student,16,Black
20190823MOPAS,,,,,
20190823GAPEC,Wounded,Male,Nonstudent,12,
20190820PASAC,,Male,Parent,Adult,
20190817GALAA,Wounded,Male,Student,16,Black
20190817GALAA,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12,Black
20190815TNEAN,,,,,
20190809NJWEN,Wounded,,Student,13,
20190809NJWEN,Wounded,,Student,18,
20190808ALBLM,,,,,
20190719CAMOS,,,,,
20190711CTBUH,Fatal,Male,No Relation,34,Hispanic
20190702AKWIA,Wounded,Male,No Relation,Teen,
20190701NYSCN,Wounded,Male,No Relation,13,Black
20190629COJAC,Fatal,Male,No Relation,18,
20190629COJAC,Fatal,Male,No Relation,22,
20190621MICAF,Wounded,Male,Unknown,15,
20190613NJTAW,,,,,
20190612PAJEE,,Male,No Relation,18,
20190612DCHEW,,,,,
20190610ILMEW,Wounded,Male,No Relation,27,Hispanic
20190606ILGEC,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,25,
20190530DCHEW,,,,,
20190522OHSAC,Fatal,Male,No Relation,14,Black
20190522OHSAC,Wounded,Female,No Relation,14,
20190517ORPAP,,,,,
20190517FLTEJ,Wounded,Male,Student,16,Black
20190508ILSEC,Wounded,Male,Student,19,
20190507COSTH,Wounded,,Student,Teen,
20190507COSTH,Wounded,,Student,Teen,
20190507COSTH,Fatal,Male,Student,18,
20190507COSTH,Wounded,,Student,Teen,
20190507COSTH,Wounded,,Student,Teen,
20190507COSTH,Wounded,,Student,Teen,
20190507COSTH,Wounded,,Student,Teen,
20190507COSTH,Wounded,,Student,15,
20190507COSTH,Wounded,,Student,Teen,
20190430VACDW,,,,,
20190430FLWEW,,,,,
20190426GACRF,,,,,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190425GAWYS,Non-gunshot Injury,,Student,Child,
20190424ARCOC,,Male,Student,14,
20190417ILWAL,,Male,Student,12,
20190410TXROH,Wounded,Male,Student,15,
20190407MAHOL,,,,,
20190405WISTM,Wounded,,Student,10,
20190403FLSAJ,,,,,
20190403COAUA,,,,,
20190401ARPRP,Wounded,Male,Student,14,
20190327MSSVH,Wounded,Male,Student,10,Black
20190327FLMAJ,Wounded,Male,Student,12,
20190322ALBLB,Non-gunshot Injury,Unknown,Student,Child,
20190313FLLAO,,Female,Student,17,
20190301KSHIM,,,,,
20190226ALROM,Wounded,Male,Student,17,
20190217COEAA,Fatal,Male,Principal/Vice-Principal,46,Black
20190214NMVR,,,,,
20190212MOCEK,Fatal,Female,Student,15,Black
20190208MDFRB,Wounded,Male,Other Staff,56,
20190205MNMIM,Wounded,Male,Bus Driver,,
20190131TXATA,Wounded,Male,Student,16,
20190131TNMAM,Wounded,Male,Student,14,
20190130GAMIL,Wounded,Male,No Relation,Adult,
20190125TNMAM,,,,,
20190125ALDAM,Wounded,Male,Student,17,
20190125ALDAM,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20,
20190123LASOS,Wounded,Male,No Relation,Adult,
20190119KSLAO,Wounded,Male,No Relation,16,
20190119KSLAO,Wounded,Male,No Relation,15,
20190118NCSHD,Wounded,,Bus Driver,Adult,
20190118MOHAS,,,,,
20190118ALCET,,Female,Intimate Relationship,Adult,
20190111ORCAE,Fatal,Male,Parent,30,
20190107CACEB,Fatal,Male,No Relation,17,Unknown
20181218DEAIG,,,,,
20181214MOWIK,,,,,
20181213INDER,,Male,Student,14,
20181211KYCAC,Wounded,Female,No Relation,15,
20181211KYCAC,Wounded,Male,No Relation,20,
20181210NYJEJ,,Male,Student,17,
20181128PASTP,,,,,
20181124OHAFC,Wounded,Male,No Relation,20,
20181124OHAFC,Wounded,Male,No Relation,Adult,
20181122WAMOD,Wounded,Male,No Relation,21,
20181122TXSKD,Fatal,Male,,17,Hispanic
20181121MIPEP,,,,,
20181120VASIP,Wounded,Female,Parent,Adult,
20181112MDEAE,,Male,Police Officer/SRO,Adult,
20181109GAGAM,,,,,
20181108CACLS,Wounded,Male,No Relation,Adult,
20181105SCACC,,Male,Student,13,
20181104KYCRL,Fatal,Male,No Relation,Adult,
20181104KYCRL,Wounded,Male,No Relation,Adult,
20181029NCBUM,Fatal,Male,Student,16,Black
20181026FLSAO,Fatal,Male,No Relation,18,
20181025MICOD,,Male,Student,15,
20181023NHGOM,Wounded,Female,Teacher,Adult,
20181022CTDUB,,,,,
20181020GASHS,Fatal,Male,Police Officer/SRO,Adult,Black
20181013TNMCN,Wounded,Male,,Adult,
20181013TNMCN,Fatal,Male,,18,
20181012MIBAB,,,,,
20181007VAVAH,Wounded,Male,Other Staff,Adult,
20181005VALAN,Wounded,,,,
20181005TNHAB,Wounded,Unknown,Student,Teen,
20181005TNHAB,Wounded,Unknown,Student,Teen,
20181004ORJAP,,,,,
20181003AKDEA,Wounded,Male,Relative,Adult,
20181002ARCHL,,,,,
20180928SDCHC,,Male,No Relation,20,
20180927TXHEC,Wounded,Male,Nonstudent,31,
20180926MDMAB,,,,,
20180924PACEP,Fatal,Female,Student,17,
20180924NCLAC,,,,,
20180924GAAPB,,Male,Student,Teen,
20180920CAPOP,,,,,
20180920CACHL,Wounded,,Student,Teen,
20180920CACHL,Wounded,,Other Staff,Adult,
20180917ALBLH,Wounded,Male,Student,7,
20180914WAMAE,,,,,
20180914FLBOB,,,,,
20180911NVCAL,Fatal,Male,Student,18,
20180910TNFAM,Wounded,Female,Student,15,
20180910ILCHC,Wounded,Male,Student,16,
20180910ILCHC,Wounded,Male,Student,17,
20180910ILCHC,Wounded,Male,Student,18,
20180909CAGIG,,,,,
20180907IAHED,,,,,
20180905RIPRP,Fatal,Male,Visiting Student,15,Black
20180903NYLUN,Fatal,Male,No Relation,34,Black
20180831IANOE,,Female,Teacher,Adult,
20180831CABAS,,,,,
20180830NCVIC,,Female,Intimate Relationship,Adult,
20180830MIOTG,Wounded,Male,No Relation,17,
20180829DETOD,Fatal,Male,No Relation,39,
20180828COCOD,Wounded,Male,Student,Teen,
20180824ILMEC,Wounded,Male,Gang Member,Adult,
20180824ILMEC,Wounded,Male,Gang Member,Adult,
20180824ILMEC,Wounded,Male,Gang Member,Adult,
20180824FLRAJ,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19,
20180824FLRAJ,Wounded,Male,Student,17,
20180824FLRAJ,Wounded,Male,Student,16,
20180823ALALM,,,,,
20180817FLPAW,Wounded,Male,No Relation,39,
20180817FLPAW,Wounded,Male,No Relation,29,
20180811TNANN,Wounded,Male,Other Staff,42,
20180809NJLAM,Fatal,Male,Parent,37,Black
20180804MDEDE,Fatal,Male,,19,
20180719WAWEY,Fatal,Male,No Relation,18,Hispanic
20180717WVHUH,,,,,
20180711OHMIM,Fatal,Male,,20,Black
20180703KSSUO,Fatal,Male,No Relation,47,
20180703KSSUO,Wounded,Male,No Relation,Adult,
20180701TNRAM,Fatal,Male,No Relation,Adult,
20180625OHFUS,Wounded,Male,No Relation,Adult,
20180624MTSEM,Wounded,Male,No Relation,Teen,
20180624MTSEM,Wounded,Male,No Relation,Teen,
20180621TXSKD,Wounded,Female,Student,16,
20180617ORGRP,Fatal,Male,No Relation,Adult,
20180615OHVAB,,Female,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20180601TXMCM,,Unknown,Student,Teen,
20180525INNON,Wounded,Female,Student,Adult,White
20180525INNON,Wounded,Male,Teacher,Teen,White
20180521GABEG,Wounded,Female,Parent,Adult,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Fatal,Male,Student,17,
20180518TXSAS,Fatal,Female,Teacher,63,
20180518TXSAS,Fatal,Male,Student,17,
20180518TXSAS,Fatal,Female,Teacher,64,
20180518TXSAS,Fatal,Male,Student,17,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Fatal,Female,Student,14,
20180518TXSAS,Fatal,Female,Student,16,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Fatal,Male,Student,15,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Fatal,Male,Student,15,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Fatal,Female,Student,15,
20180518TXSAS,Wounded,,Student,Teen,
20180518TXSAS,Wounded,,Student,Teen,
20180518GAMOA,Fatal,Female,Relative,40,
20180518GAMOA,Wounded,Female,Relative,21,
20180518GAMOA,Wounded,Female,Relative,Adult,
20180517MOCEK,Wounded,,Relative,Adult,
20180517MOCEK,Wounded,,Student,Teen,
20180516ILDID,Wounded,Male,Student,,
20180511CAHIP,Wounded,Male,Student,15,
20180505MIFOF,,,,,
20180503TNWAW,,,,,
20180503SDENW,Wounded,Male,Other Staff,19,
20180425NMHIA,Wounded,Male,Parent,Adult,
20180423GABEA,,,,,
20180420FLFOO,Wounded,Male,Student,Teen,
20180419MIJAJ,,,,,
20180412MORAR,Wounded,Male,Parent,Adult,
20180409NYGLG,Wounded,Male,Student,Teen,
20180329KYJOE,,Male,Parent,51,White
20180328MSEUE,,,,,
20180320MDGRG,Fatal,Male,Student,Teen,White
20180320MDGRG,Wounded,Female,Student,Teen,White
20180319VADOP,Wounded,Female,Parent,Adult,
20180316MTBIM,,,,,
20180313VAGEA,,,,,
20180313CASES,Wounded,,Student,Teen,
20180313CASES,Non-gunshot Injury,,Student,Teen,
20180313CASES,Non-gunshot Injury,,Student,Teen,
